,base_price,date,count,num_id
32689,5.737,1/2/2019,2,8521870-69 _ 1073.0
32726,5.76,1/2/2019,2,120-00128-0001 _ 5210.0
32720,5.75,1/2/2019,2,46-1678-1 _ 1600.0
24835,2.1,1/2/2019,2,RWR80S5110FP _ 1062.0
24833,2.1,1/2/2019,2,43913910-053 _ 3202.0
32724,5.76,1/2/2019,2,7026479-108 _ 5210.0
32725,5.76,1/2/2019,2,4082989-978 _ 5210.0
24842,2.1,1/2/2019,2,MISC384 _ 1600.0
24843,2.1,1/2/2019,2,MSC67325 _ 1600.0
31513,4.97,1/2/2019,2,46-2411-1 _ 1600.0
32704,5.75,1/2/2019,2,01716058-0013 _ 1009.0
24858,2.1086,1/2/2019,2,10150025-119 _ 1064.0
24857,2.1054,1/2/2019,2,CO8145 _ 1600.0
32678,5.7206,1/2/2019,2,MISC123 _ 1600.0
32680,5.73,1/2/2019,2,57000222-001 _ 5210.0
32681,5.73,1/2/2019,2,613-1350-001 _ 5210.0
32682,5.73,1/2/2019,2,047-05326-0001 _ 5210.0
32686,5.73,1/2/2019,2,9998669 _ 1600.0
32703,5.75,1/2/2019,2,7023338-1 _ 1009.0
31580,5,1/2/2019,2,4083562-22 _ 1009.0
31510,4.97,1/2/2019,2,68002934-101 _ 1064.0
25442,2.3022,1/2/2019,2,32-4016-9 _ 1600.0
31435,4.92,1/2/2019,2,4440023 _ 1600.0
31437,4.9231,1/2/2019,2,26005060-110 _ 1062.0
25476,2.32,1/2/2019,2,643-0676-014 _ 5253.0
31439,4.9247,1/2/2019,2,60-2834-1 _ 1600.0
25474,2.32,1/2/2019,2,624-0024-985 _ 1095.0
31443,4.93,1/2/2019,2,7000037-1017 _ 5210.0
31445,4.93,1/2/2019,2,088-00770-0000 _ 1009.0
25472,2.3187,1/2/2019,2,TFMR1141 _ 1600.0
31447,4.93,1/2/2019,2,53001860-3 _ 1073.0
31448,4.93,1/2/2019,2,JANTX1N5811US _ 1073.0
25470,2.3183,1/2/2019,2,D55342K07B1F00R _ 1045.0
31451,4.935,1/2/2019,2,7012044-413 _ 5210.0
31453,4.94,1/2/2019,2,7519253-100 _ 5210.0
31431,4.92,1/2/2019,2,M55342E06B20B3S _ 1045.0
25478,2.32,1/2/2019,2,431-0518-002 _ 5010.0
31429,4.92,1/2/2019,2,335741-130 _ 1009.0
31433,4.92,1/2/2019,2,JM38510/30301BCA//N _ 1006.0
31515,4.9714,1/2/2019,2,4071383-2003 _ 1103.0
31582,5,1/2/2019,2,7003576 _ 1009.0
31583,5,1/2/2019,2,320-0214-005 _ 1009.0
31601,5,1/2/2019,2,MS21209C0415L _ 1045.0
31584,5,1/2/2019,2,091-00203-0002 _ 1009.0
31586,5,1/2/2019,2,2503220-28 _ 1009.0
31587,5,1/2/2019,2,208343-0002 _ 1009.0
25405,2.29,1/2/2019,2,53502672-1 _ 1600.0
25404,2.29,1/2/2019,2,53500716-200 _ 1600.0
25403,2.29,1/2/2019,2,55-0225-27005D _ 1600.0
25402,2.29,1/2/2019,2,RJR24CP104M _ 1600.0
25400,2.29,1/2/2019,2,56011145-006 _ 1045.0
25397,2.29,1/2/2019,2,019-08273-0002 _ 5210.0
31585,5,1/2/2019,2,100-470000-1 _ 1009.0
25149,2.2,1/2/2019,2,60-3735-3 _ 1600.0
25479,2.32,1/2/2019,2,2088286-0060 _ 5010.0
31427,4.92,1/2/2019,2,7019607-31 _ 5210.0
25482,2.32,1/2/2019,2,432-0002-008 _ 5210.0
31402,4.9,1/2/2019,2,8524403-5 _ 1073.0
25468,2.3123,1/2/2019,2,31-8443-1 _ 1600.0
25451,2.31,1/2/2019,2,019-02310-0002 _ 5210.0
25450,2.31,1/2/2019,2,7007758-256 _ 5210.0
31492,4.96,1/2/2019,2,68003358-101 _ 1064.0
25448,2.3086,1/2/2019,2,4440062 _ 1600.0
31494,4.96,1/2/2019,2,M8340109K4701GC _ 1039.0
31496,4.96,1/2/2019,2,25-0116-1 _ 1600.0
25446,2.3079,1/2/2019,2,322-2560-003 _ 5210.0
31498,4.963,1/2/2019,2,26290-0001 _ 1009.0
31488,4.96,1/2/2019,2,026-00028-0004 _ 5210.0
31500,4.9635,1/2/2019,2,72464249-001 _ 1600.0
25444,2.3053,1/2/2019,2,089-06200-0002 _ 1009.0
31503,4.97,1/2/2019,2,NAS1351N5-16//N _ 1006.0
31505,4.97,1/2/2019,2,M55342K06B750AR _ 1073.0
31506,4.97,1/2/2019,2,230971 _ 1073.0
31456,4.94,1/2/2019,2,029-00411-0000 _ 5210.0
31455,4.94,1/2/2019,2,009-08838-0000 _ 5210.0
31415,4.91,1/2/2019,2,073-00417-0002 _ 1009.0
31425,4.9164,1/2/2019,2,9998644 _ 1600.0
25494,2.33,1/2/2019,2,NAS1635-04LE6 _ 1103.0
31405,4.9,1/2/2019,2,7248-01MMR.500 _ 1064.0
25492,2.3293,1/2/2019,2,31-7818-5 _ 1600.0
31407,4.9,1/2/2019,2,RG072 _ 1600.0
31409,4.9032,1/2/2019,2,4055423-201 _ 1009.0
31411,4.904,1/2/2019,2,TO-5036RS _ 1006.0
31413,4.9065,1/2/2019,2,LM139AJ/883 _ 1039.0
31509,4.97,1/2/2019,2,10029755-101 _ 1064.0
31454,4.94,1/2/2019,2,009-06214-0010 _ 5210.0
25487,2.32,1/2/2019,2,LP1308 _ 1600.0
31417,4.91,1/2/2019,2,11-3736-1 _ 1600.0
31418,4.91,1/2/2019,2,A5293 _ 1600.0
25486,2.32,1/2/2019,2,21428-2 _ 1600.0
31421,4.9123,1/2/2019,2,72614214-1 _ 1600.0
25484,2.32,1/2/2019,2,M55342K06B14B3R _ 1073.0
31423,4.9144,1/2/2019,2,9998569 _ 1600.0
25488,2.32,1/2/2019,2,BR255 _ 1600.0
31202,4.7579,1/2/2019,2,431-0711-003 _ 1095.0
31200,4.7569,1/2/2019,2,46-1658-1 _ 1600.0
25596,2.37,1/2/2019,2,090-01076-0002 _ 5210.0
25156,2.21,1/2/2019,2,321-0821-003 _ 5210.0
32078,5.2738,1/2/2019,2,46-1446-3 _ 1600.0
32080,5.2767,1/2/2019,2,53504091-1 _ 1600.0
25154,2.2036,1/2/2019,2,RE9931 _ 1600.0
32082,5.28,1/2/2019,2,94000290//TE _ 1045.0
32084,5.28,1/2/2019,2,V62/09638-01XB _ 1039.0
32086,5.2822,1/2/2019,2,A55485-03-001N _ 1600.0
32088,5.29,1/2/2019,2,088-00181-0000 _ 1009.0
25150,2.2,1/2/2019,2,56-0306-1 _ 1600.0
32090,5.29,1/2/2019,2,22030584-001 _ 1065.0
25160,2.21,1/2/2019,2,076-01244-0001 _ 5210.0
32068,5.27,1/2/2019,2,26012041-103 _ 1062.0
25161,2.21,1/2/2019,2,089-08476-0005 _ 5210.0
25162,2.21,1/2/2019,2,106-00074-0067 _ 5210.0
25178,2.21,1/2/2019,2,M55342K12B1P00S _ 1006.0
32076,5.2732,1/2/2019,2,1N6638US _ 1006.0
25176,2.21,1/2/2019,2,025-9531-003 _ 1045.0
25157,2.21,1/2/2019,2,322-7028-004 _ 5210.0
25158,2.21,1/2/2019,2,341-0889-001 _ 5210.0
31992,5.25,1/2/2019,2,151-5073-017 _ 5210.0
25202,2.22,1/2/2019,2,60-4996-3 _ 1600.0
25200,2.22,1/2/2019,2,34106538-001 _ 1039.0
25198,2.22,1/2/2019,2,56011161-002 _ 1045.0
25196,2.22,1/2/2019,2,10215-0074 _ 1009.0
32001,5.25,1/2/2019,2,403-2080-001 _ 1009.0
32002,5.25,1/2/2019,2,4088802-977 _ 1009.0
32003,5.25,1/2/2019,2,9941-000000-02 _ 1009.0
31991,5.25,1/2/2019,2,030-01094-0004 _ 5210.0
25205,2.22,1/2/2019,2,53501826-21 _ 1600.0
32033,5.25,1/2/2019,2,53503951-1 _ 1600.0
25180,2.21,1/2/2019,2,8650312-0001 _ 1073.0
32070,5.27,1/2/2019,2,TR2998 _ 1600.0
25159,2.21,1/2/2019,2,155-02857-0001 _ 5210.0
32072,5.2705,1/2/2019,2,BR270 _ 1600.0
32074,5.2731,1/2/2019,2,55-2108-1 _ 1600.0
32041,5.2537,1/2/2019,2,089-05534-0020 _ 1009.0
32043,5.26,1/2/2019,2,076-02278-0001 _ 1009.0
32045,5.26,1/2/2019,2,JANTX2N3700 _ 1064.0
31899,5.1967,1/2/2019,2,7028691-400 _ 5210.0
25245,2.24,1/2/2019,2,M39003/01-6032 _ 1064.0
31901,5.1976,1/2/2019,2,61-2065-1 _ 1600.0
25244,2.24,1/2/2019,2,10152885-101 _ 1064.0
31903,5.1987,1/2/2019,2,46-1446-1 _ 1600.0
31905,5.2,1/2/2019,2,155-02026-0009 _ 5210.0
31906,5.2,1/2/2019,2,11288-1 _ 5210.0
25242,2.24,1/2/2019,2,173D156X9020XE3//TE _ 1045.0
31909,5.2,1/2/2019,2,M55342K06B4E99R _ 1045.0
31910,5.2,1/2/2019,2,22026447-001 _ 1065.0
25240,2.24,1/2/2019,2,104-00001-0008 _ 1009.0
31912,5.2,1/2/2019,2,M55342K09B76D8R _ 1073.0
31914,5.2,1/2/2019,2,10148500-109 _ 1064.0
25238,2.24,1/2/2019,2,4039590-32 _ 5253.0
25248,2.24,1/2/2019,2,34053661-122 _ 1039.0
31897,5.195,1/2/2019,2,CN1001 _ 1600.0
31896,5.1935,1/2/2019,2,53501810-1 _ 1039.0
31894,5.19,1/2/2019,2,72327011-001 _ 1600.0
31976,5.24,1/2/2019,2,53502326-426 _ 1039.0
32046,5.26,1/2/2019,2,7031-01MMPC.076X3.35X3.35 _ 1064.0
25172,2.21,1/2/2019,2,120-03606-0000 _ 1009.0
25171,2.21,1/2/2019,2,40009-0059 _ 1009.0
32034,5.25,1/2/2019,2,A5073-4 _ 1600.0
32049,5.26,1/2/2019,2,9998390 _ 1600.0
32051,5.2633,1/2/2019,2,26020124-101 _ 1062.0
32054,5.2653,1/2/2019,2,9998463 _ 1600.0
31990,5.25,1/2/2019,2,088-03572-0001 _ 5210.0
32056,5.2657,1/2/2019,2,60-0176-1 _ 1600.0
32060,5.27,1/2/2019,2,AD8221ARM _ 1045.0
32061,5.27,1/2/2019,2,7130646-525 _ 1045.0
32062,5.27,1/2/2019,2,7130646-551 _ 1045.0
32063,5.27,1/2/2019,2,7130646-559 _ 1045.0
25170,2.21,1/2/2019,2,7026806-901 _ 1009.0
31980,5.2451,1/2/2019,2,JAN1N4954 _ 1062.0
31978,5.2421,1/2/2019,2,M55342K11B100DR _ 1039.0
32057,5.27,1/2/2019,2,047-05063-0001 _ 5210.0
31892,5.19,1/2/2019,2,RNC55J10R0BS _ 1006.0
32032,5.25,1/2/2019,2,A2109-6 _ 1600.0
31988,5.25,1/2/2019,2,009-08350-0000 _ 5210.0
25325,2.2519,1/2/2019,2,60-0824-3 _ 1600.0
25329,2.2561,1/2/2019,2,10251-0007 _ 1009.0
31861,5.16,1/2/2019,2,53001038-1 _ 1073.0
25335,2.26,1/2/2019,2,030-02511-0009 _ 5210.0
31717,5.06,1/2/2019,2,322-0605-003 _ 5210.0
31691,5.04,1/2/2019,2,91794A080//TE _ 1045.0
31693,5.04,1/2/2019,2,SC5448 _ 1600.0
31694,5.04,1/2/2019,2,CO6826 _ 1600.0
25348,2.2624,1/2/2019,2,120-02463-0002 _ 5210.0
31697,5.0403,1/2/2019,2,83-0829-3 _ 1600.0
25346,2.2616,1/2/2019,2,7025979-37 _ 5210.0
31699,5.05,1/2/2019,2,120-06018-0001 _ 5210.0
31700,5.05,1/2/2019,2,120-03082-0001 _ 5210.0
31719,5.0663,1/2/2019,2,SST1865 _ 1600.0
31703,5.05,1/2/2019,2,7028451-901 _ 1103.0
31741,5.09,1/2/2019,2,CO69902 _ 1600.0
31705,5.05,1/2/2019,2,120-03040-0002 _ 1009.0
31740,5.09,1/2/2019,2,SS075 _ 1600.0
31737,5.09,1/2/2019,2,10091229-103 _ 1064.0
31688,5.04,1/2/2019,2,076-00011-0000 _ 5210.0
25350,2.268,1/2/2019,2,530-0322-005 _ 1095.0
25334,2.26,1/2/2019,2,120-03053-0000 _ 5210.0
31723,5.07,1/2/2019,2,22022263-001 _ 1065.0
25333,2.26,1/2/2019,2,009-08555-0000 _ 5210.0
31725,5.07,1/2/2019,2,CO808 _ 1600.0
25332,2.26,1/2/2019,2,7500513-2 _ 5210.0
31727,5.08,1/2/2019,2,624-0543-009 _ 5210.0
25331,2.26,1/2/2019,2,434-0086-025 _ 5210.0
31729,5.08,1/2/2019,2,26015344-101 _ 1062.0
31721,5.0666,1/2/2019,2,60-3151-3 _ 1600.0
31731,5.08,1/2/2019,2,A3573 _ 1600.0
31733,5.09,1/2/2019,2,4053689-16 _ 5210.0
31735,5.09,1/2/2019,2,MAX6126AASA21_ _ 1045.0
25327,2.2535,1/2/2019,2,60-4877-3 _ 1600.0
31739,5.09,1/2/2019,2,31-1604-13 _ 1600.0
25342,2.26,1/2/2019,2,ST102 _ 1600.0
31707,5.05,1/2/2019,2,M55342K08B56D2S _ 1045.0
25341,2.26,1/2/2019,2,10151370-113 _ 1064.0
25182,2.21,1/2/2019,2,TFMR114 _ 1600.0
32027,5.25,1/2/2019,2,M24308/4-1 _ 1062.0
32029,5.25,1/2/2019,2,31-3532-1 _ 1600.0
32030,5.25,1/2/2019,2,55-1071-1 _ 1600.0
32031,5.25,1/2/2019,2,55-2300-2 _ 1600.0
25193,2.22,1/2/2019,2,030-01004-0000 _ 5210.0
32006,5.25,1/2/2019,2,7001923-2 _ 1009.0
32005,5.25,1/2/2019,2,7038272-1 _ 1009.0
32004,5.25,1/2/2019,2,7001168-342 _ 1009.0
25204,2.22,1/2/2019,2,MS51870C2 _ 1600.0
31983,5.2491,1/2/2019,2,31-9987-1 _ 1600.0
25203,2.22,1/2/2019,2,61-3759-1 _ 1600.0
31985,5.25,1/2/2019,2,321-3132-011 _ 5210.0
31986,5.25,1/2/2019,2,7025531-465 _ 5210.0
31987,5.25,1/2/2019,2,044-00309-0009 _ 5210.0
32025,5.25,1/2/2019,2,95-A05-78-00000//U _ 1008.0
25183,2.21,1/2/2019,2,60-2557-1 _ 1600.0
25184,2.21,1/2/2019,2,CA1904 _ 1600.0
32022,5.25,1/2/2019,2,M83528/004B013 _ 1073.0
31709,5.05,1/2/2019,2,RNC50J2211BS _ 1006.0
31711,5.0567,1/2/2019,2,07016-043KBCZ _ 1039.0
31713,5.0582,1/2/2019,2,53500106-2 _ 5210.0
31715,5.0589,1/2/2019,2,321-1319-001 _ 5210.0
25343,2.26,1/2/2019,2,PN472 _ 1600.0
31632,5,1/2/2019,2,NY070 _ 1600.0
31863,5.16,1/2/2019,2,MISC690-3 _ 1600.0
31989,5.25,1/2/2019,2,009-08999-0000 _ 5210.0
25262,2.25,1/2/2019,2,75001542-113 _ 1095.0
25190,2.2111,1/2/2019,2,10024738-103 _ 1064.0
32013,5.25,1/2/2019,2,WL-L2027B70C-116 _ 1006.0
32014,5.25,1/2/2019,2,34096918-04-06 _ 1006.0
32015,5.25,1/2/2019,2,60-G39-76-003//U _ 1006.0
32016,5.25,1/2/2019,2,FMC9398-01 _ 1006.0
25185,2.21,1/2/2019,2,55-0225-55R01H _ 1600.0
32021,5.25,1/2/2019,2,95-P22-78-00000//U _ 1073.0
25192,2.22,1/2/2019,2,7000037-249 _ 5210.0
25249,2.24,1/2/2019,2,53500068-3 _ 1039.0
31890,5.19,1/2/2019,2,113-03680-0000 _ 5210.0
31867,5.1658,1/2/2019,2,4074269-978 _ 1073.0
31303,4.83,1/2/2019,2,MISC1099 _ 1600.0
31304,4.83,1/2/2019,2,A8903-3 _ 1600.0
31305,4.83,1/2/2019,2,56-0302-1 _ 1600.0
31306,4.83,1/2/2019,2,CO6461 _ 1600.0
25543,2.35,1/2/2019,2,019-05088-0000 _ 5210.0
25542,2.35,1/2/2019,2,4089949-1 _ 5210.0
25541,2.35,1/2/2019,2,431-0215-043 _ 5210.0
31300,4.83,1/2/2019,2,34200337-001 _ 1039.0
31287,4.8228,1/2/2019,2,53504815-1 _ 1600.0
31341,4.87,1/2/2019,2,22017482-003 _ 1065.0
31343,4.87,1/2/2019,2,53500022-6 _ 1073.0
25510,2.339,1/2/2019,2,MS16630-4131 _ 1600.0
25508,2.3358,1/2/2019,2,9999579 _ 1600.0
31377,4.89,1/2/2019,2,102-00071-0001 _ 1009.0
31378,4.89,1/2/2019,2,187-01053-0000 _ 1009.0
25544,2.35,1/2/2019,2,073-00991-0004 _ 5210.0
25506,2.3333,1/2/2019,2,10093591-101 _ 1062.0
31299,4.83,1/2/2019,2,34206728-011 _ 1039.0
31296,4.83,1/2/2019,2,RNC50J5490BS _ 1006.0
25528,2.34,1/2/2019,2,M55342K08B20D0R _ 1045.0
31335,4.86,1/2/2019,2,B7745 _ 1600.0
31337,4.8683,1/2/2019,2,374-0161-001 _ 1009.0
31339,4.87,1/2/2019,2,403-2062-023 _ 5253.0
31315,4.84,1/2/2019,2,BE1125 _ 1600.0
31313,4.84,1/2/2019,2,600-0257-007 _ 1095.0
25539,2.35,1/2/2019,2,8050809-0026 _ 5253.0
31311,4.8393,1/2/2019,2,4008217-289 _ 1009.0
25551,2.35,1/2/2019,2,210-015976-226 _ 1009.0
31289,4.83,1/2/2019,2,MS3102E10SL-4P _ 1095.0
25550,2.35,1/2/2019,2,097-00134-0024 _ 1009.0
31291,4.83,1/2/2019,2,030-00168-0000 _ 5210.0
31292,4.83,1/2/2019,2,088-00769-0000 _ 5210.0
25549,2.35,1/2/2019,2,7000604 _ 1009.0
31295,4.83,1/2/2019,2,RNC50J2740BS _ 1006.0
25525,2.34,1/2/2019,2,187-01223-0000 _ 1009.0
31381,4.89,1/2/2019,2,114112-.312-SS _ 1045.0
25504,2.3303,1/2/2019,2,089-02353-0001 _ 1009.0
31383,4.89,1/2/2019,2,TAZE475J015CRSZ0000 _ 1006.0
25517,2.34,1/2/2019,2,105-00018-0027 _ 5210.0
25524,2.34,1/2/2019,2,4087540-977 _ 1009.0
31357,4.88,1/2/2019,2,2503799-204 _ 1009.0
31359,4.88,1/2/2019,2,34096917-04-08 _ 1006.0
31360,4.88,1/2/2019,2,34096917-04-05 _ 1006.0
25515,2.34,1/2/2019,2,047-09643-0001 _ 5210.0
25514,2.34,1/2/2019,2,321-3189-004 _ 5210.0
31363,4.88,1/2/2019,2,22031555-001//U _ 1065.0
31365,4.88,1/2/2019,2,CO6715 _ 1600.0
31367,4.8812,1/2/2019,2,BR105 _ 1600.0
25511,2.339,1/2/2019,2,9998403 _ 1600.0
25516,2.34,1/2/2019,2,106-00044-0056 _ 5210.0
31285,4.82,1/2/2019,2,M38510/34803BRX _ 1008.0
31283,4.82,1/2/2019,2,7000037-174 _ 1009.0
31281,4.82,1/2/2019,2,7000037-174 _ 1103.0
31355,4.876,1/2/2019,2,M55342E12B6B98R _ 1039.0
25518,2.34,1/2/2019,2,007-00250-0000 _ 5210.0
31351,4.87,1/2/2019,2,GE1315 _ 1600.0
31350,4.87,1/2/2019,2,72326202-503 _ 1600.0
31385,4.89,1/2/2019,2,GR373 _ 1600.0
31387,4.8925,1/2/2019,2,700-1692-003 _ 1095.0
25501,2.33,1/2/2019,2,60-3740-1 _ 1600.0
31389,4.8957,1/2/2019,2,31-0361-1 _ 1600.0
25500,2.33,1/2/2019,2,81-2424-16G _ 1600.0
31391,4.8969,1/2/2019,2,4440216 _ 1600.0
31393,4.8992,1/2/2019,2,9998352 _ 1600.0
31333,4.86,1/2/2019,2,SJ-5023//TE _ 1039.0
25498,2.33,1/2/2019,2,10072691-106 _ 1062.0
31372,4.89,1/2/2019,2,3205038-8 _ 5210.0
31371,4.89,1/2/2019,2,037-00016-0000 _ 5210.0
31370,4.89,1/2/2019,2,019-02400-0022 _ 5210.0
31369,4.89,1/2/2019,2,432-0356-001 _ 5210.0
31344,4.87,1/2/2019,2,8521872-9 _ 1073.0
31347,4.87,1/2/2019,2,ECJ504-8//TE _ 1039.0
31349,4.87,1/2/2019,2,31-7790-1 _ 1600.0
31395,4.9,1/2/2019,2,321-2621-001 _ 5010.0
31331,4.86,1/2/2019,2,8658280-0001 _ 1073.0
25530,2.34,1/2/2019,2,RE0435 _ 1600.0
31329,4.86,1/2/2019,2,4025887-501 _ 1009.0
31920,5.2,1/2/2019,2,55-0906-68413BM _ 1600.0
31950,5.22,1/2/2019,2,JANTX1N4964 _ 1600.0
25220,2.23,1/2/2019,2,8051894-0002 _ 1009.0
31954,5.23,1/2/2019,2,404-5012-002 _ 5253.0
25218,2.23,1/2/2019,2,4011090 _ 1103.0
31956,5.23,1/2/2019,2,7001445-125 _ 5210.0
31957,5.23,1/2/2019,2,030-00082-0001 _ 5210.0
31960,5.23,1/2/2019,2,4082989-978 _ 1009.0
25215,2.23,1/2/2019,2,047-09585-0001 _ 5210.0
31949,5.22,1/2/2019,2,53500606-1 _ 1600.0
31962,5.23,1/2/2019,2,10077116-101 _ 1062.0
31964,5.232,1/2/2019,2,JANTX1N5711UR-1 _ 1073.0
31966,5.2333,1/2/2019,2,31-3232-5 _ 1600.0
25212,2.2242,1/2/2019,2,7006226-12 _ 5210.0
31968,5.2384,1/2/2019,2,JANTX1N5615US _ 1039.0
31919,5.2,1/2/2019,2,PH105 _ 1600.0
31918,5.2,1/2/2019,2,31-8597-1 _ 1600.0
25256,2.2455,1/2/2019,2,120-03643-0000 _ 5210.0
31888,5.18,1/2/2019,2,A3553-5 _ 1600.0
25261,2.25,1/2/2019,2,75001542-112 _ 1095.0
31869,5.168,1/2/2019,2,MC9632-02-1~GREEN//U _ 1064.0
25260,2.25,1/2/2019,2,75001542-111 _ 1095.0
31871,5.168,1/2/2019,2,4440410 _ 1600.0
25259,2.25,1/2/2019,2,75001542-110 _ 1095.0
31873,5.17,1/2/2019,2,190-007060-001//TE _ 1045.0
25258,2.25,1/2/2019,2,75001542-109 _ 1095.0
31970,5.24,1/2/2019,2,53002251-1 _ 5210.0
31916,5.2,1/2/2019,2,M83528/004A009-77 _ 1039.0
31878,5.1777,1/2/2019,2,60003551-2 _ 1009.0
31880,5.18,1/2/2019,2,648-4164-002 _ 5210.0
31881,5.18,1/2/2019,2,7019721-209 _ 5210.0
25253,2.24,1/2/2019,2,31-8306-1 _ 1600.0
31884,5.18,1/2/2019,2,4030900-200 _ 1103.0
25252,2.24,1/2/2019,2,31-5025-3 _ 1600.0
31886,5.18,1/2/2019,2,M55342E12B12B6R _ 1045.0
31875,5.1737,1/2/2019,2,4091685-15 _ 5210.0
32769,5.78,1/2/2019,2,9998372 _ 1600.0
31971,5.24,1/2/2019,2,088-01084-0000 _ 5210.0
31974,5.24,1/2/2019,2,431-0681-001 _ 1009.0
25224,2.23,1/2/2019,2,52000823-20 _ 1073.0
31944,5.22,1/2/2019,2,MC8228-01/.020//U _ 1064.0
31934,5.214,1/2/2019,2,7016765-32 _ 1009.0
31631,5,1/2/2019,2,31-6947-3 _ 1600.0
31630,5,1/2/2019,2,11-0067-1 _ 1600.0
31629,5,1/2/2019,2,32-4476-1 _ 1600.0
25537,2.3469,1/2/2019,2,53000569-2 _ 1009.0
31317,4.85,1/2/2019,2,75001542-013 _ 1095.0
31319,4.85,1/2/2019,2,SN188 _ 1600.0
31320,4.85,1/2/2019,2,55-1110-1 _ 1600.0
25534,2.3418,1/2/2019,2,53505107-5 _ 1600.0
31323,4.8534,1/2/2019,2,56-0225-1 _ 1600.0
31325,4.8537,1/2/2019,2,A7097 _ 1600.0
31327,4.86,1/2/2019,2,047-04852-0001 _ 5210.0
25531,2.34,1/2/2019,2,RJ26CP504 _ 1600.0
31942,5.22,1/2/2019,2,S79FL256SDSMFVG01-ND//TE _ 1045.0
25225,2.23,1/2/2019,2,53001831-9 _ 1073.0
31940,5.22,1/2/2019,2,7026817-417 _ 1009.0
25214,2.23,1/2/2019,2,648-1261-002 _ 5210.0
31865,5.1643,1/2/2019,2,MTC268 _ 1600.0
31948,5.22,1/2/2019,2,11-4162-1 _ 1600.0
31946,5.22,1/2/2019,2,34068311-009 _ 1039.0
31924,5.2016,1/2/2019,2,WA2980 _ 1600.0
25233,2.23,1/2/2019,2,FA134 _ 1600.0
31926,5.21,1/2/2019,2,4000171-12 _ 1009.0
25210,2.2224,1/2/2019,2,A7668 _ 1600.0
25232,2.23,1/2/2019,2,60-2746-9 _ 1600.0
31929,5.21,1/2/2019,2,53503950-1 _ 1600.0
25231,2.23,1/2/2019,2,TE035 _ 1600.0
25230,2.23,1/2/2019,2,NAS77A3-012P _ 1600.0
25222,2.23,1/2/2019,2,PDLF4500L _ 1006.0
31932,5.2135,1/2/2019,2,MTC4395 _ 1600.0
31936,5.2156,1/2/2019,2,M55342E12B8B45R _ 1039.0
31938,5.2184,1/2/2019,2,441-0004-044 _ 1095.0
31928,5.21,1/2/2019,2,46-0844-1 _ 1600.0
24808,2.1,1/2/2019,2,088-00887-0050 _ 5210.0
32774,5.7822,1/2/2019,2,9998851 _ 1600.0
32775,5.786,1/2/2019,2,097-00225-0008 _ 1009.0
32098,5.2995,1/2/2019,2,09710384-0019 _ 5210.0
32100,5.3,1/2/2019,2,321-4031-001 _ 5210.0
32101,5.3,1/2/2019,2,441-0022-003 _ 5210.0
32102,5.3,1/2/2019,2,371-0045-016 _ 5210.0
32103,5.3,1/2/2019,2,6048682-1 _ 5210.0
25144,2.2,1/2/2019,2,5187047-08 _ 1073.0
32147,5.3284,1/2/2019,2,4053460-2 _ 1009.0
32108,5.3,1/2/2019,2,22007935-002 _ 1065.0
32111,5.3,1/2/2019,2,61-0475-1 _ 1600.0
32112,5.3,1/2/2019,2,FU1426 _ 1600.0
25139,2.2,1/2/2019,2,M83485/1-133 _ 1006.0
25138,2.2,1/2/2019,2,AN565AC2H1 _ 1006.0
25137,2.2,1/2/2019,2,8266233-026 _ 1006.0
32116,5.3006,1/2/2019,2,66-1311-1 _ 1600.0
25136,2.2,1/2/2019,2,RWR81S2R74DS _ 1006.0
25146,2.2,1/2/2019,2,26010705-102 _ 1062.0
32118,5.3025,1/2/2019,2,M55342E06B24B0R _ 1073.0
32096,5.2964,1/2/2019,2,M55342E12B205BS _ 1045.0
25134,2.2,1/2/2019,2,XAL5050-103ME _ 1045.0
25131,2.2,1/2/2019,2,4000171-157 _ 1009.0
25130,2.2,1/2/2019,2,7011974-3 _ 1009.0
25128,2.2,1/2/2019,2,037-00034-0001 _ 5210.0
32134,5.32,1/2/2019,2,047-05428-0001 _ 5210.0
32136,5.32,1/2/2019,2,53003838-1 _ 1009.0
32137,5.32,1/2/2019,2,7001923-1 _ 1009.0
25125,2.2,1/2/2019,2,RSY7105A5-1 _ 5253.0
32140,5.32,1/2/2019,2,34200337-010 _ 1039.0
25124,2.2,1/2/2019,2,26006120-102 _ 5253.0
32142,5.32,1/2/2019,2,60-4449-1 _ 1600.0
32144,5.3217,1/2/2019,2,JAN1N649-1 _ 1600.0
25122,2.2,1/2/2019,2,75001542-103 _ 1095.0
25121,2.1985,1/2/2019,2,22001393-056 _ 1065.0
32123,5.31,1/2/2019,2,7511980-612 _ 1009.0
32122,5.31,1/2/2019,2,7511980-611 _ 1009.0
32120,5.31,1/2/2019,2,7025362-400 _ 5210.0
32110,5.3,1/2/2019,2,WI9705 _ 1600.0
32149,5.33,1/2/2019,2,4086846-1 _ 5210.0
32150,5.33,1/2/2019,2,7024444-614 _ 5210.0
32321,5.46,1/2/2019,2,122-01165-0001 _ 5210.0
32180,5.34,1/2/2019,2,53504109-7 _ 1600.0
25105,2.19,1/2/2019,2,M39003/01-7109 _ 1064.0
32153,5.33,1/2/2019,2,4086846-1 _ 1009.0
32155,5.3311,1/2/2019,2,3718789-18 _ 1009.0
25116,2.1954,1/2/2019,2,4440389 _ 1600.0
32157,5.3347,1/2/2019,2,34214003-001 _ 1039.0
